Kanji,Reading,Meaning,VocabScore,FillingScore,Level
夜中,やちゅう,"all night, the whole night",4,4,1
乗客,じょうかく,passenger,4,4,1
基,もとい,basis,4,4,1
衰える,おとろえる,"to become weak, to decline, to wear, to abate, to decay, to wither, to waste away",4,4,1
藍褸,ぼろ,"rag, scrap, tattered clothes, fault (esp. in a pretense), defect, run-down or junky",4,4,1
尚,なお,"furthermore, still, yet, more, still more, greater, further, less",4,4,1
拝啓,はいけい,Dear (so and so),4,4,1
吊り革,つりかわ,strap,4,4,1
凡そ,およそ,"about, roughly, as a rule, approximately",4,4,1
鉛,なまり,lead (the metal),4,4,1
調べ,しらべ,"preparation, investigation, inspection",4,4,1
降伏,こうふく,"capitulation, surrender, submission",4,4,1
職員,しょくいん,"staff member, personnel",4,4,1
諸,しょ,"various, many, several",4,4,1
若しかしたら,もしかしたら,"perhaps, maybe, by some chance",4,4,1
訴え,うったえ,"lawsuit, complaint",4,4,1
汚す,けがす,"to disgrace, to dishonour",4,4,1
持てる,もてる,"to be well liked, to be popular",4,4,1
部下,ぶか,subordinate person,4,4,1
原則,げんそく,"principle, general rule",4,4,1
預金,よきん,"deposit, bank account",4,4,1
駆ける,かける,"to run (race esp. horse), to gallop, to canter",4,4,1
画期,かっき,epoch-making,4,4,1
暗算,あんざん,mental arithmetic,4,4,1
驚異,きょうい,"wonder, miracle",4,4,1
整列,せいれつ,"stand in a row, form a line",4,4,1
郷里,きょうり,"birth-place, home town",4,4,1
酸化,さんか,oxidation,4,4,1
観点,かんてん,point of view,4,4,1
滅びる,ほろびる,"to be ruined, to go under, to perish, to be destroyed",4,4,1
要する,ようする,"to demand, to require, to take",4,4,1
歪む,いがむ,"to warp, to swerve, to deflect, to be crooked, to be distorted, to be bent, to incline, to slant, to be perv",4,4,1
守衛,しゅえい,"security guard, doorkeeper",4,4,1
標語,ひょうご,"motto, slogan, catchword",4,4,1
練る,ねる,"to knead, to work over, to polish up",4,4,1
総合,そうごう,"synthesis, coordination, putting together, integration, composite",4,4,1
陳列,ちんれつ,"exhibition, display, show",4,4,1
お供,おとも,"attendant, companion",4,4,1
人目,じんもく,"glimpse, public gaze",4,4,1
漂う,ただよう,"to drift about, to float, to hang in air",4,4,1
不便,ふびん,"pity, compassion",4,4,1
貶す,けなす,to speak ill of,4,4,1
朗読,ろうどく,"reading aloud, recitation",4,4,1
柵,さく,"fence, paling",4,4,1
済まない,すまない,sorry (phrase),4,4,1
産休,さんきゅう,maternity leave,4,4,1
代弁,だいべん,"pay by proxy, act for another, speak for another",4,4,1
落ち込む,おちこむ,"to fall into, to feel down (sad)",4,4,1
遂げる,とげる,"to accomplish, to achieve, to carry out",4,4,1
沿線,えんせん,along railway line,4,4,1
幾多,いくた,"many, numerous",4,4,1
回覧,かいらん,circulation,4,4,1
初版,しょはん,first edition,4,4,1
知性,ちせい,intelligence,4,4,1
眩しい,まぶしい,"dazzling, radiant",4,4,1
引き取る,ひきとる,"to take charge of, to take over, to retire to a private place",4,4,1
お願いします,おねがいします,please,4,4,1
明かす,あかす,"to pass, spend, to reveal, to divulge",4,4,1
善し悪し,よしあし,"good or bad, merits or demerits, quality, suitability",4,4,1
所得,しょとく,"income, earnings",4,4,1
球根,きゅうこん,(plant) bulb,4,4,1
無茶苦茶,むちゃくちゃ,"confused, jumbled, mixed up, unreasonable",4,4,1
幹線,かんせん,"main line, trunk line",4,4,1
権力,けんりょく,"power, authority, influence",4,4,1
捲る,まくる,verb suffix to indicate reckless abandon to the activity,4,4,1
成る丈,なるたけ,"as much as possible, if possible",4,4,1
国定,こくてい,"state-sponsored, national",4,4,1
重なる,おもなる,"main, principal, important",4,4,1
省みる,かえりみる,to reflect,4,4,1
打撃,だげき,"1. blow, shock, strike, damage, 2. batting (baseball)",4,4,1
粘る,ねばる,"to be sticky, to be adhesive, to persevere, to persist, to stick to",4,4,1
圧迫,あっぱく,"pressure, coercion, oppression",4,4,1
同志,どうし,"same mind, comrade, kindred soul",4,4,1
招き,まねき,invitation,4,4,1
六,む,(num) six,4,4,1
弁護,べんご,"defense, pleading, advocacy",4,4,1
分子,ぶんし,"numerator, molecule",4,4,1
損失,そんしつ,loss,4,4,1
凝らす,こごらす,"to freeze, to congeal",4,4,1
側面,そくめん,"side, flank, sidelight, lateral",4,4,1
休学,きゅうがく,"temporary absence from school, suspension",4,4,1
同盟,どうめい,"alliance, union, league",4,4,1
仰っしゃる,おっしゃる,"to say, to speak, to tell, to talk",4,4,1
葬る,ほうむる,"to bury, to inter, to entomb, to consign to oblivion, to shelve",4,4,1
差し引く,さしひく,to deduct,4,4,1
遣い,つかい,"mission, simple task, doing",4,4,1
即ち,すなわち,"that is, namely, i.e.",4,4,1
還元,かんげん,"resolution, reduction, return to origins",4,4,1
打ち合わせ,うちあわせ,"business meeting, previous arrangement, appointment",4,4,1
義理,ぎり,"duty, sense of duty, honor, decency, courtesy, debt of gratitude, social obligation",4,4,1
代,しろ,"price, materials, substitution",4,4,1
海抜,かいばつ,height above sea level,4,4,1
兆,きざし,"signs, omen, symptoms",4,4,1
武装,ぶそう,"arms, armament, armed",4,4,1
年生,ねんせい,"pupil in .... year, student in .... year",4,4,1
振興,しんこう,"promotion, encouragement",4,4,1
ずぶ濡れ,ずぶぬれ,"soaked, dripping wet",4,4,1
外貨,がいか,"imported goods, foreign money",4,4,1
衣類,いるい,"clothes, clothing, garments",4,4,1
対辺,たいへん,(geometrical) opposite side,4,4,1
掲載,けいさい,appearance (e.g. article in paper),4,4,1
清純,せいじゅん,"purity, innocence",4,4,1
保母,ほぼ,day care worker in a kindergarten nursery school etc.,4,4,1
少数,しょうすう,"minority, few",4,4,1
意欲,いよく,"will, desire, ambition",4,4,1
先天的,せんてんてき,"a priori, inborn, innate, inherent, congenital, hereditary",4,4,1
浪費,ろうひ,"waste, extravagance",4,4,1
吟味,ぎんみ,"testing, scrutiny, careful investigation",4,4,1
久し振り,ひさしぶり,after a long time,4,4,1
殊に,ことに,"especially, above all",4,4,1
冷酷,れいこく,"cruelty, coldheartedness, relentless, ruthless",4,4,1
駆けっこ,かけっこ,(foot) race,4,4,1
共産,きょうさん,communism,4,4,1
共存,きょうそん,coexistence,4,4,1
発言,はつげん,"utterance, speech, proposal",4,4,1
赤らむ,あからむ,"to become red, to redden, to blush",4,4,1
企画,きかく,"planning, project",4,4,1
持ち切り,もちきり,"hot topic, talk of the town",4,4,1
掌,たなごころ,the palm,4,4,1
主催,しゅさい,"organization, sponsorship",4,4,1
仕組み,しくみ,"devising, plan, plot, contrivance, construction, arrangement",4,4,1
塩,えん,salt,4,4,1
災害,さいがい,"calamity, disaster, misfortune",4,4,1
終日,しゅうじつ,all day,4,4,1
領海,りょうかい,territorial waters,4,4,1
着,ちゃく,"counter for suits of clothing, arriving at ..",4,4,1
産婦人科,さんふじんか,maternity and gynecology department,4,4,1
似通う,にかよう,to resemble closely,4,4,1
憎しみ,にくしみ,hatred,4,4,1
一人,いちにん,one person,4,4,1
高,たか,"quantity, amount, volume, number, amount of money",4,4,1
詰まり,つまり,"in short, in brief, in other words, that is to say, in the long run, after all, blockade, stuffing, ultimate",4,4,1
雇用,こよう,"employment (long term), hire",4,4,1
攻め,せめ,"attack, offence",4,4,1
乳,ちち,"milk, breast, loop",4,4,1
傾斜,けいしゃ,"inclination, slant, slope, bevel, list, dip",4,4,1
公募,こうぼ,"public appeal, public contribution",4,4,1
規模,きぼ,"scale, scope, plan, structure",4,4,1
擦れ違い,すれちがい,chance encounter,4,4,1
主権,しゅけん,"sovereignty, supremacy, dominion",4,4,1
一敗,いっぱい,one defeat,4,4,1
仕様,しよう,"way, method, resource, remedy, (technical) specification",4,4,1
据える,すえる,"to set (table), to lay (foundation), to place (gun), to apply (moxa)",4,4,1
助詞,じょし,"particle, postposition",4,4,1
根本,こんぽん,"origin, source, foundation, root, base, principle",4,4,1
収容,しゅうよう,"accommodation, reception, seating, housing, custody, admission, entering (in a dictionary)",4,4,1
果てる,はてる,"to end, to be finished, to be exhausted, to die, to perish",4,4,1
手回し,てまわし,"preparations, arrangements",4,4,1
宛てる,あてる,to address,4,4,1
出合う,であう,"to meet by chance, to come across, to happen to encounter, to hold a rendezvous, to have a date",4,4,1
破棄,はき,"revocation, annulment, breaking (e.g. treaty)",4,4,1
群がる,むらがる,"to swarm, to gather",4,4,1
所持,しょじ,"possession, owning",4,4,1
単独,たんどく,"sole, independence, single, solo (flight)",4,4,1
品種,ひんしゅ,"brand, kind, description",4,4,1
摘む,つまむ,"to pinch, to hold, to pick up",4,4,1
味わい,あじわい,"flavour, meaning, significance",4,4,1
交える,まじえる,"to mix, to converse with, to cross (swords)",4,4,1
お出でになる,おいでになる,to be,4,4,1
不吉,ふきつ,"ominous, sinister, bad luck, ill omen, inauspiciousness",4,4,1
差異,さい,"difference, disparity",4,4,1
賭け,かけ,"betting, gambling, a gamble",4,4,1
弱まる,よわまる,"to abate, to weaken, to be emaciated, to be dejected, to be perplexed",4,4,1
熱湯,ねっとう,boiling water,4,4,1
平均,ならし,"equilibrium, balance, average, mean",4,4,1
補給,ほきゅう,"supply, supplying, replenishment",4,4,1
澄ます,すます,"to clear, to make clear, to be unruffled, to look unconcerned, to look demure, look prim, put on airs",4,4,1
成り立つ,なりたつ,"to conclude, to consist of, to be practical (logical feasible viable), to hold true",4,4,1
お世辞,おせじ,"flattery, compliment",4,4,1
軍,いくさ,"war, battle, campaign, fight",4,4,1
総,そう,"whole, all, general, gross",4,4,1
退職,たいしょく,retirement (from office),4,4,1
絶望,ぜつぼう,"despair, hopelessness",4,4,1
襲う,おそう,to attack,4,4,1
短気,たんき,quick temper,4,4,1
着工,ちゃっこう,start of (construction) work,4,4,1
丁々,とうとう,"clashing of swords, felling of trees, ringing of an ax",4,4,1
戦力,せんりょく,war potential,4,4,1
横綱,よこづな,sumo grand champion,4,4,1
有益,ゆうえき,"beneficial, profitable",4,4,1
集まる,あつまる,"to gather, to collect, to assemble",4,4,1
益々,ますます,"increasingly, more and more",4,4,1
世帯,せたい,household,4,4,1
諸君,しょくん,"Gentlemen!, Ladies!",4,4,1
慌てる,あわてる,to become confused (disconcerted disorganized),4,4,1
略奪,りゃくだつ,"pillage, plunder, looting, robbery",4,4,1
枠,わく,"frame, slide",4,4,1
鍛える,きたえる,"to forge, to drill, to temper, to train, to discipline",4,4,1
描写,びょうしゃ,"depiction, description, portrayal",4,4,1
除外,じょがい,"exception, exclusion",4,4,1
試みる,こころみる,"to try, to test",4,4,1
決算,けっさん,"balance sheet, settlement of accounts",4,4,1
殺人,さつじん,murder,4,4,1
推測,すいそく,"guess, conjecture",4,4,1
お早う,おはよう,Good morning,4,4,1
正義,せいぎ,"justice, right, righteousness, correct meaning",4,4,1
縁側,えんがわ,"veranda, porch, balcony, open corridor",4,4,1
公開,こうかい,presenting to the public,4,4,1
床,とこ,"bed, sickbed, alcove, padding",4,4,1
操縦,そうじゅう,"management, handling, control, manipulation",4,4,1
破裂,はれつ,"explosion, rupture, break off",4,4,1
何れ,どれ,"well, now, let me see, which (of three or more)",4,4,1
最善,さいぜん,the very best,4,4,1
尽きる,つきる,"to be used up, to be run out, to be exhausted, to be consumed, to come to an end",4,4,1
授ける,さずける,"to grant, to award, to teach",4,4,1
甲,きのえ,"1st in rank, first sign of the Chinese calendar, shell, instep, grade A",4,4,1
軍備,ぐんび,"armaments, military preparations",4,4,1
貫禄,かんろく,"presence, dignity",4,4,1
均衡,きんこう,"equilibrium, balance",4,4,1
対等,たいとう,equivalent,4,4,1
臍,へそ,"navel, belly-button",4,4,1
鉄片,てっぺん,iron scraps,4,4,1
引き起こす,ひきおこす,to cause,4,4,1
仕入れる,しいれる,"to lay in stock, to replenish stock, to procure",4,4,1
気質,かたぎ,"spirit, character, trait, temperament, disposition",4,4,1
炙る,あぶる,to scorch,4,4,1
疑惑,ぎわく,"doubt, misgivings, distrust, suspicion",4,4,1
視野,しや,"field of vision, outlook",4,4,1
様,さま,"Mr. or Mrs., manner, kind, appearance",4,4,1
直ぐ,すぐ,"immediately, soon, easily, right (near), honest, upright",4,4,1
妬む,ねたむ,"to be jealous, to be envious",4,4,1
守備,しゅび,defense,4,4,1
納まる,おさまる,"to be obtained, to end, to settle into, to fit into, to be settled, to be paid, to be delivered",4,4,1
借り,かり,"borrowing, debt, loan",4,4,1
火星,かせい,Mars (planet),4,4,1
大水,おおみず,flood,4,4,1
取りあえず,とりあえず,"at once, first of all, for the time being",4,4,1
処分,しょぶん,"disposal, dealing, punishment",4,4,1
展望,てんぼう,"view, outlook, prospect",4,4,1
其処ら,そこら,"everywhere, somewhere, approximately, that area, around there",4,4,1
面目,めんぼく,"face, honour, reputation, prestige, dignity, credit",4,4,1
規定,きてい,"regulation, provisions",4,4,1
余暇,よか,"leisure, leisure time, spare time",4,4,1
真理,しんり,truth,4,4,1
台本,だいほん,"libretto, scenario",4,4,1
生やす,はやす,"to grow, to cultivate, to wear beard",4,4,1
興じる,きょうじる,"to amuse oneself, to make merry",4,4,1
喜劇,きげき,"comedy, funny show",4,4,1
家来,けらい,"retainer, retinue, servant",4,4,1
乱れる,みだれる,"to get confused, to be disordered, to be disturbed",4,4,1
勤労,きんろう,"labor, exertion, diligent service",4,4,1
無意味,むいみ,"nonsense, no meaning",4,4,1
縁談,えんだん,"marriage proposal, engagement",4,4,1
眠たい,ねむたい,sleepy,4,4,1
保険,ほけん,"insurance, guarantee",4,4,1
雨具,あまぐ,rain gear,4,4,1
限定,げんてい,"limit, restriction",4,4,1
定める,さだめる,"to decide, to establish, to determine",4,4,1
